Name,Quarters,File_Changed,Insertions,Deletions
Srinivasan Narayanamoorthy,2020-Q1,0,0,0
Michal Szutenberg,2021-Q4,0,0,0
Michal Szutenberg,2021-Q3,0,0,0
Michal Szutenberg,2021-Q2,0,0,0
Michal Szutenberg,2021-Q1,2,14,6
Tiezhen WANG,2021-Q4,0,0,0
Tiezhen WANG,2021-Q3,0,0,0
Tiezhen WANG,2021-Q2,0,0,0
Tiezhen WANG,2021-Q1,5,10,8
Tiezhen WANG,2020-Q4,10,23,16
Tiezhen WANG,2020-Q3,21,588,147
Tiezhen WANG,2020-Q2,36,242,52
Tiezhen WANG,2020-Q1,194,2372,1199
Tiezhen WANG,2019-Q4,27,487,204
Tiezhen WANG,2019-Q3,40,473,67
Tiezhen WANG,2019-Q2,26,734,144
Tiezhen WANG,2019-Q1,6,195,157
Tiezhen WANG,2018-Q4,2,10,7
Tiezhen WANG,2018-Q3,4,8,2
Tiezhen WANG,2018-Q2,0,0,0
Tiezhen WANG,2018-Q1,0,0,0
Võ Văn Nghĩa,2021-Q4,0,0,0
Võ Văn Nghĩa,2021-Q3,0,0,0
Võ Văn Nghĩa,2021-Q2,0,0,0
Võ Văn Nghĩa,2021-Q1,63,1210,2754
Võ Văn Nghĩa,2020-Q4,131,2589,1181
Võ Văn Nghĩa,2020-Q3,0,0,0
Võ Văn Nghĩa,2020-Q2,0,0,0
Võ Văn Nghĩa,2020-Q1,0,0,0
Stephan,2021-Q4,0,0,0
Stephan,2021-Q3,0,0,0
Stephan,2021-Q2,0,0,0
Stephan,2021-Q1,8,4,40
Stephan,2020-Q4,27,1686,1264
Stephan,2020-Q3,0,0,0
Stephan,2020-Q2,0,0,0
Stephan,2020-Q1,0,0,0
Quintin,2021-Q4,0,0,0
Quintin,2021-Q3,0,0,0
Quintin,2021-Q2,0,0,0
Quintin,2021-Q1,6,52,38
Quintin,2020-Q4,8,385,44
Quintin,2020-Q3,0,0,0
Quintin,2020-Q2,0,0,0
Quintin,2020-Q1,0,0,0
Bairen Yi,2021-Q4,0,0,0
Bairen Yi,2021-Q3,0,0,0
Bairen Yi,2021-Q2,0,0,0
Bairen Yi,2021-Q1,2,0,4
Bairen Yi,2020-Q4,0,0,0
Bairen Yi,2020-Q3,0,0,0
Bairen Yi,2020-Q2,4,6,6
Bairen Yi,2020-Q1,5,89,0
Bairen Yi,2019-Q4,1,0,0
Bairen Yi,2019-Q3,3,5,5
Bairen Yi,2019-Q2,6,17,4
Bairen Yi,2019-Q1,11,318,8
Bairen Yi,2018-Q4,13,231,357
Bairen Yi,2018-Q3,2,102,63
Bairen Yi,2018-Q2,0,0,0
Bairen Yi,2018-Q1,0,0,0
Junha Park,2021-Q4,0,0,0
Junha Park,2021-Q3,0,0,0
Junha Park,2021-Q2,0,0,0
Junha Park,2021-Q1,1,0,2
Marius Brehler,2021-Q4,0,0,0
Marius Brehler,2021-Q3,0,0,0
Marius Brehler,2021-Q2,0,0,0
Marius Brehler,2021-Q1,3,3,3
Marius Brehler,2020-Q4,3,15,8
Marius Brehler,2020-Q3,1,2,0
Marius Brehler,2020-Q2,0,0,0
Marius Brehler,2020-Q1,0,0,0
Frederick Liu,2021-Q4,0,0,0
Frederick Liu,2021-Q3,0,0,0
Frederick Liu,2021-Q2,0,0,0
Frederick Liu,2021-Q1,3,40,17
ksood12345,2021-Q4,0,0,0
ksood12345,2021-Q3,0,0,0
ksood12345,2021-Q2,0,0,0
ksood12345,2021-Q1,1,0,0
Sung Jin Hwang,2021-Q4,0,0,0
Sung Jin Hwang,2021-Q3,0,0,0
Sung Jin Hwang,2021-Q2,0,0,0
Sung Jin Hwang,2021-Q1,6,113,32
Sung Jin Hwang,2020-Q4,0,0,0
Sung Jin Hwang,2020-Q3,6,117,29
Sung Jin Hwang,2020-Q2,4,58,13
Sung Jin Hwang,2020-Q1,0,0,0
Sung Jin Hwang,2019-Q4,11,380,145
Sung Jin Hwang,2019-Q3,0,0,0
Sung Jin Hwang,2019-Q2,39,714,183
Sung Jin Hwang,2019-Q1,0,0,0
Sung Jin Hwang,2018-Q4,1,0,0
Sung Jin Hwang,2018-Q3,13,206,15
Sung Jin Hwang,2018-Q2,8,431,22
Sung Jin Hwang,2018-Q1,27,2055,34
justkw,2021-Q4,0,0,0
justkw,2021-Q3,0,0,0
justkw,2021-Q2,0,0,0
justkw,2021-Q1,6,19,15
justkw,2020-Q4,0,0,0
justkw,2020-Q3,0,0,0
justkw,2020-Q2,2,10,2
justkw,2020-Q1,0,0,0
Omri Steiner,2021-Q4,0,0,0
Omri Steiner,2021-Q3,0,0,0
Omri Steiner,2021-Q2,0,0,0
Omri Steiner,2021-Q1,4,73,45
puneeshkhanna,2021-Q4,0,0,0
puneeshkhanna,2021-Q3,0,0,0
puneeshkhanna,2021-Q2,0,0,0
puneeshkhanna,2021-Q1,2,7,7
AG Ramesh,2021-Q4,0,0,0
AG Ramesh,2021-Q3,0,0,0
AG Ramesh,2021-Q2,0,0,0
AG Ramesh,2021-Q1,2,0,0
AG Ramesh,2020-Q4,0,0,0
AG Ramesh,2020-Q3,2,0,0
AG Ramesh,2020-Q2,0,0,0
AG Ramesh,2020-Q1,0,0,0
AG Ramesh,2019-Q4,0,0,0
AG Ramesh,2019-Q3,26,277,65
AG Ramesh,2019-Q2,1,8,8
AG Ramesh,2019-Q1,10,80,44
AG Ramesh,2018-Q4,37,550,1144
AG Ramesh,2018-Q3,24,144,318
AG Ramesh,2018-Q2,33,174,91
AG Ramesh,2018-Q1,30,168,112
Chris Olivier,2021-Q4,0,0,0
Chris Olivier,2021-Q3,0,0,0
Chris Olivier,2021-Q2,0,0,0
Chris Olivier,2021-Q1,1,2,2
Keith Rush,2021-Q4,0,0,0
Keith Rush,2021-Q3,0,0,0
Keith Rush,2021-Q2,0,0,0
Keith Rush,2021-Q1,10,330,7
Keith Rush,2020-Q4,2,25,0
Keith Rush,2020-Q3,0,0,0
Keith Rush,2020-Q2,0,0,0
Keith Rush,2020-Q1,0,0,0
Keith Rush,2019-Q4,0,0,0
Keith Rush,2019-Q3,0,0,0
Keith Rush,2019-Q2,0,0,0
Keith Rush,2019-Q1,4,75,130
Bastiaan Aarts,2020-Q4,4,20,13
Bastiaan Aarts,2020-Q3,0,0,0
Bastiaan Aarts,2020-Q2,0,0,0
Bastiaan Aarts,2020-Q1,0,0,0
Piotr Zierhoffer,2021-Q4,0,0,0
Piotr Zierhoffer,2021-Q3,0,0,0
Piotr Zierhoffer,2021-Q2,0,0,0
Piotr Zierhoffer,2021-Q1,1,0,0
Michael Gielda,2021-Q4,0,0,0
Michael Gielda,2021-Q3,0,0,0
Michael Gielda,2021-Q2,0,0,0
Michael Gielda,2021-Q1,1,6,4
Michael Gielda,2018-Q4,5,37,15
Michael Gielda,2018-Q3,0,0,0
Michael Gielda,2018-Q2,0,0,0
Michael Gielda,2018-Q1,0,0,0
WindQAQ,2021-Q4,0,0,0
WindQAQ,2021-Q3,0,0,0
WindQAQ,2021-Q2,0,0,0
WindQAQ,2021-Q1,2,55,4
WindQAQ,2020-Q4,0,0,0
WindQAQ,2020-Q3,52,731,480
WindQAQ,2020-Q2,0,0,0
WindQAQ,2020-Q1,0,0,0
Yunlu Li,2021-Q4,0,0,0
Yunlu Li,2021-Q3,0,0,0
Yunlu Li,2021-Q2,0,0,0
Yunlu Li,2021-Q1,17,849,366
Yunlu Li,2020-Q4,30,517,123
Yunlu Li,2020-Q3,16,1361,145
Yunlu Li,2020-Q2,72,1735,705
Yunlu Li,2020-Q1,76,3280,188
Yunlu Li,2019-Q4,79,2895,250
Yunlu Li,2019-Q3,2,10,0
Yunlu Li,2019-Q2,23,450,76
Yunlu Li,2019-Q1,37,1219,80
Yunlu Li,2018-Q4,11,585,70
Yunlu Li,2018-Q3,10,82,45
Yunlu Li,2018-Q2,0,0,0
Yunlu Li,2018-Q1,0,0,0
Sai Ganesh Bandiatmakuri,2021-Q4,0,0,0
Sai Ganesh Bandiatmakuri,2021-Q3,0,0,0
Sai Ganesh Bandiatmakuri,2021-Q2,0,0,0
Sai Ganesh Bandiatmakuri,2021-Q1,3,298,146
Sai Ganesh Bandiatmakuri,2020-Q4,1,4,4
Sai Ganesh Bandiatmakuri,2020-Q3,2,10,0
Sai Ganesh Bandiatmakuri,2020-Q2,0,0,0
Sai Ganesh Bandiatmakuri,2020-Q1,0,0,0
Sai Ganesh Bandiatmakuri,2019-Q4,0,0,0
Sai Ganesh Bandiatmakuri,2019-Q3,1,2,0
Sai Ganesh Bandiatmakuri,2019-Q2,0,0,0
Sai Ganesh Bandiatmakuri,2019-Q1,0,0,0
Simon Maurer,2021-Q4,0,0,0
Simon Maurer,2021-Q3,0,0,0
Simon Maurer,2021-Q2,0,0,0
Simon Maurer,2021-Q1,2,4,4
Anirudh Sriram,2021-Q4,0,0,0
Anirudh Sriram,2021-Q3,0,0,0
Anirudh Sriram,2021-Q2,0,0,0
Anirudh Sriram,2021-Q1,41,372,369
Anirudh Sriram,2020-Q4,3,187,236
Anirudh Sriram,2020-Q3,1,21,19
Anirudh Sriram,2020-Q2,0,0,0
Anirudh Sriram,2020-Q1,4,40,50
Anirudh Sriram,2019-Q4,1,80,94
Anirudh Sriram,2019-Q3,0,0,0
Anirudh Sriram,2019-Q2,0,0,0
Anirudh Sriram,2019-Q1,0,0,0
Guillaume Klein,2021-Q4,0,0,0
Guillaume Klein,2021-Q3,0,0,0
Guillaume Klein,2021-Q2,0,0,0
Guillaume Klein,2021-Q1,1,0,0
Guillaume Klein,2020-Q4,0,0,0
Guillaume Klein,2020-Q3,0,0,0
Guillaume Klein,2020-Q2,3,40,2
Guillaume Klein,2020-Q1,2,27,0
Guillaume Klein,2019-Q4,0,0,0
Guillaume Klein,2019-Q3,6,21,2
Guillaume Klein,2019-Q2,0,0,0
Guillaume Klein,2019-Q1,0,0,0
Guillaume Klein,2018-Q4,0,0,0
Guillaume Klein,2018-Q3,2,47,9
Guillaume Klein,2018-Q2,2,102,10
Guillaume Klein,2018-Q1,5,284,18
youshenmebutuo,2021-Q4,0,0,0
youshenmebutuo,2021-Q3,0,0,0
youshenmebutuo,2021-Q2,0,0,0
youshenmebutuo,2021-Q1,1,0,0
Nico Jahn,2021-Q4,0,0,0
Nico Jahn,2021-Q3,0,0,0
Nico Jahn,2021-Q2,0,0,0
Nico Jahn,2021-Q1,1,0,0
Harry Slatyer,2021-Q4,0,0,0
Harry Slatyer,2021-Q3,0,0,0
Harry Slatyer,2021-Q2,0,0,0
Harry Slatyer,2021-Q1,4,51,15
Harry Slatyer,2020-Q4,0,0,0
Harry Slatyer,2020-Q3,0,0,0
Harry Slatyer,2020-Q2,0,0,0
Harry Slatyer,2020-Q1,4,16,10
Harry Slatyer,2019-Q4,1,6,10
Harry Slatyer,2019-Q3,0,0,0
Harry Slatyer,2019-Q2,0,0,0
Harry Slatyer,2019-Q1,0,0,0
Zhuoran Liu,2021-Q4,0,0,0
Zhuoran Liu,2021-Q3,0,0,0
Zhuoran Liu,2021-Q2,0,0,0
Zhuoran Liu,2021-Q1,3,7,5
Zhuoran Liu,2020-Q4,0,0,0
Zhuoran Liu,2020-Q3,0,0,0
Zhuoran Liu,2020-Q2,0,0,0
Zhuoran Liu,2020-Q1,23,527,123
Zhuoran Liu,2019-Q4,0,0,0
Zhuoran Liu,2019-Q3,1,4,5
Zhuoran Liu,2019-Q2,0,0,0
Zhuoran Liu,2019-Q1,0,0,0
Xunkai Zhang,2021-Q4,0,0,0
Xunkai Zhang,2021-Q3,0,0,0
Xunkai Zhang,2021-Q2,0,0,0
Xunkai Zhang,2021-Q1,4,21,17
Xunkai Zhang,2020-Q4,3,6,19
Xunkai Zhang,2020-Q3,4,140,0
Xunkai Zhang,2020-Q2,100,940,10854
Xunkai Zhang,2020-Q1,34,2705,63
Xunkai Zhang,2019-Q4,18,291,52
Xunkai Zhang,2019-Q3,0,0,0
Xunkai Zhang,2019-Q2,1,0,0
Xunkai Zhang,2019-Q1,0,0,0
Vinayaka Bandishti,2021-Q4,0,0,0
Vinayaka Bandishti,2021-Q3,0,0,0
Vinayaka Bandishti,2021-Q2,0,0,0
Vinayaka Bandishti,2021-Q1,2,14,5
Alex Stark,2021-Q4,0,0,0
Alex Stark,2021-Q3,0,0,0
Alex Stark,2021-Q2,0,0,0
Alex Stark,2021-Q1,17,1898,570
Alex Stark,2020-Q4,0,0,0
Alex Stark,2020-Q3,1,0,2
Alex Stark,2020-Q2,11,114,71
Alex Stark,2020-Q1,49,9885,1154
Alex Stark,2019-Q4,53,5691,2906
Alex Stark,2019-Q3,158,4783,1870
Alex Stark,2019-Q2,0,0,0
Alex Stark,2019-Q1,0,0,0
Revan Sopher,2021-Q4,0,0,0
Revan Sopher,2021-Q3,0,0,0
Revan Sopher,2021-Q2,0,0,0
Revan Sopher,2021-Q1,23,538,105
Revan Sopher,2020-Q4,10,357,124
Revan Sopher,2020-Q3,33,572,260
Revan Sopher,2020-Q2,40,760,162
Revan Sopher,2020-Q1,33,619,86
Revan Sopher,2019-Q4,43,849,128
Revan Sopher,2019-Q3,37,388,55
Revan Sopher,2019-Q2,3,7,0
Revan Sopher,2019-Q1,34,401,817
Revan Sopher,2018-Q4,8,331,54
Revan Sopher,2018-Q3,27,38,664
Revan Sopher,2018-Q2,0,0,0
Revan Sopher,2018-Q1,0,0,0
Scott Wegner,2021-Q4,0,0,0
Scott Wegner,2021-Q3,0,0,0
Scott Wegner,2021-Q2,0,0,0
Scott Wegner,2021-Q1,1,13,2
Scott Wegner,2020-Q4,0,0,0
Scott Wegner,2020-Q3,0,0,0
Scott Wegner,2020-Q2,7,33,53
Scott Wegner,2020-Q1,1,0,0
Scott Wegner,2019-Q4,0,0,0
Scott Wegner,2019-Q3,20,184,0
Scott Wegner,2019-Q2,0,0,0
Scott Wegner,2019-Q1,0,0,0
Eric Spishak-Thomas,2021-Q4,0,0,0
Eric Spishak-Thomas,2021-Q3,0,0,0
Eric Spishak-Thomas,2021-Q2,0,0,0
Eric Spishak-Thomas,2021-Q1,3,30,16
viktprog,2021-Q4,0,0,0
viktprog,2021-Q3,0,0,0
viktprog,2021-Q2,0,0,0
viktprog,2021-Q1,1,5,0
Scott Main,2021-Q4,0,0,0
Scott Main,2021-Q3,0,0,0
Scott Main,2021-Q2,0,0,0
Scott Main,2021-Q1,2,53,143
Scott Main,2020-Q4,2,32,22
Scott Main,2020-Q3,2,464,252
Scott Main,2020-Q2,0,0,0
Scott Main,2020-Q1,2,108,53
Scott Main,2019-Q4,6,28,24
Scott Main,2019-Q3,5,309,246
Scott Main,2019-Q2,0,0,0
Scott Main,2019-Q1,1,0,14
Rehan Guha,2021-Q4,0,0,0
Rehan Guha,2021-Q3,0,0,0
Rehan Guha,2021-Q2,0,0,0
Rehan Guha,2021-Q1,2,8,7
Mao Yunfei,2021-Q4,0,0,0
Mao Yunfei,2021-Q3,0,0,0
Mao Yunfei,2021-Q2,0,0,0
Mao Yunfei,2021-Q1,3,10,15
Mao Yunfei,2020-Q4,1,8,0
Mao Yunfei,2020-Q3,10,218,63
Mao Yunfei,2020-Q2,0,0,0
Mao Yunfei,2020-Q1,0,0,0
Jungshik Jang,2021-Q4,0,0,0
Jungshik Jang,2021-Q3,0,0,0
Jungshik Jang,2021-Q2,0,0,0
Jungshik Jang,2021-Q1,2,2,2
Marconi Jiang,2021-Q4,0,0,0
Marconi Jiang,2021-Q3,0,0,0
Marconi Jiang,2021-Q2,0,0,0
Marconi Jiang,2021-Q1,1,0,0
Sean Moriarity,2021-Q4,0,0,0
Sean Moriarity,2021-Q3,0,0,0
Sean Moriarity,2021-Q2,0,0,0
Sean Moriarity,2021-Q1,1,0,0
gerbauz,2021-Q4,0,0,0
gerbauz,2021-Q3,0,0,0
gerbauz,2021-Q2,0,0,0
gerbauz,2021-Q1,9,22,20
gerbauz,2020-Q4,23,963,731
gerbauz,2020-Q3,0,0,0
gerbauz,2020-Q2,0,0,0
gerbauz,2020-Q1,0,0,0
Håkon Sandsmark,2020-Q4,0,0,0
Håkon Sandsmark,2020-Q3,0,0,0
Håkon Sandsmark,2020-Q2,1,5,4
Håkon Sandsmark,2020-Q1,6,42,2
Håkon Sandsmark,2019-Q4,0,0,0
Håkon Sandsmark,2019-Q3,1,0,0
Håkon Sandsmark,2019-Q2,0,0,0
Håkon Sandsmark,2019-Q1,0,0,0
marconi1964,2021-Q4,0,0,0
marconi1964,2021-Q3,0,0,0
marconi1964,2021-Q2,0,0,0
marconi1964,2021-Q1,1,0,0
Ryan Kuester,2021-Q4,0,0,0
Ryan Kuester,2021-Q3,0,0,0
Ryan Kuester,2021-Q2,0,0,0
Ryan Kuester,2021-Q1,24,841,132
Ryan Kuester,2020-Q4,23,638,272
Ryan Kuester,2020-Q3,0,0,0
Ryan Kuester,2020-Q2,0,0,0
Ryan Kuester,2020-Q1,0,0,0
Paul Klinger,2021-Q4,0,0,0
Paul Klinger,2021-Q3,0,0,0
Paul Klinger,2021-Q2,0,0,0
Paul Klinger,2021-Q1,2,22,9
Jonathan Shen,2021-Q4,0,0,0
Jonathan Shen,2021-Q3,0,0,0
Jonathan Shen,2021-Q2,0,0,0
Jonathan Shen,2021-Q1,3,18,12
Jonathan Shen,2018-Q4,5,130,28
Jonathan Shen,2018-Q3,1,4,0
Jonathan Shen,2018-Q2,0,0,0
Jonathan Shen,2018-Q1,0,0,0
Phoenix Meadowlark,2021-Q4,0,0,0
Phoenix Meadowlark,2021-Q3,0,0,0
Phoenix Meadowlark,2021-Q2,0,0,0
Phoenix Meadowlark,2021-Q1,1,0,0
Phoenix Meadowlark,2020-Q4,9,107,2
Phoenix Meadowlark,2020-Q3,0,0,0
Phoenix Meadowlark,2020-Q2,0,0,0
Phoenix Meadowlark,2020-Q1,0,0,0
pnikam-cad,2021-Q4,0,0,0
pnikam-cad,2021-Q3,0,0,0
pnikam-cad,2021-Q2,0,0,0
pnikam-cad,2021-Q1,2,4,4
Scott Tseng,2021-Q4,0,0,0
Scott Tseng,2021-Q3,0,0,0
Scott Tseng,2021-Q2,0,0,0
Scott Tseng,2021-Q1,2,18,0
Scott Tseng,2018-Q4,0,0,0
Scott Tseng,2018-Q3,0,0,0
Scott Tseng,2018-Q2,6,19,11
Scott Tseng,2018-Q1,4,16,20
Suxin Guo,2021-Q4,0,0,0
Suxin Guo,2021-Q3,0,0,0
Suxin Guo,2021-Q2,0,0,0
Suxin Guo,2021-Q1,1,0,0
Mingsheng Hong,2021-Q4,0,0,0
Mingsheng Hong,2021-Q3,0,0,0
Mingsheng Hong,2021-Q2,0,0,0
Mingsheng Hong,2021-Q1,26,818,62
Mingsheng Hong,2020-Q4,31,293,191
Mingsheng Hong,2020-Q3,0,0,0
Mingsheng Hong,2020-Q2,0,0,0
Mingsheng Hong,2020-Q1,0,0,0
Mingsheng Hong,2019-Q4,0,0,0
Mingsheng Hong,2019-Q3,0,0,0
Mingsheng Hong,2019-Q2,0,0,0
Mingsheng Hong,2019-Q1,18,416,2
Mingsheng Hong,2018-Q4,6,40,9
Mingsheng Hong,2018-Q3,34,666,94
Mingsheng Hong,2018-Q2,5,143,27
Mingsheng Hong,2018-Q1,108,10491,1066
Behzad Abghari,2021-Q4,0,0,0
Behzad Abghari,2021-Q3,0,0,0
Behzad Abghari,2021-Q2,0,0,0
Behzad Abghari,2021-Q1,1,4,2
zhuyie,2021-Q4,0,0,0
zhuyie,2021-Q3,0,0,0
zhuyie,2021-Q2,0,0,0
zhuyie,2021-Q1,3,76,7
Marissa Ikonomidis,2021-Q4,0,0,0
Marissa Ikonomidis,2021-Q3,0,0,0
Marissa Ikonomidis,2021-Q2,0,0,0
Marissa Ikonomidis,2021-Q1,1,8,0
Marissa Ikonomidis,2020-Q4,81,626,276
Marissa Ikonomidis,2020-Q3,22,145,34
Marissa Ikonomidis,2020-Q2,3,8,0
Marissa Ikonomidis,2020-Q1,0,0,0
Takayoshi Koizumi,2021-Q4,0,0,0
Takayoshi Koizumi,2021-Q3,0,0,0
Takayoshi Koizumi,2021-Q2,0,0,0
Takayoshi Koizumi,2021-Q1,12,599,0
Oceania2018,2021-Q4,0,0,0
Oceania2018,2021-Q3,0,0,0
Oceania2018,2021-Q2,0,0,0
Oceania2018,2021-Q1,12,123,16
Oceania2018,2020-Q4,3,40,43
Oceania2018,2020-Q3,2,48,0
Oceania2018,2020-Q2,0,0,0
Oceania2018,2020-Q1,7,24,24
Harry Zhang,2021-Q4,0,0,0
Harry Zhang,2021-Q3,0,0,0
Harry Zhang,2021-Q2,0,0,0
Harry Zhang,2021-Q1,1,4,2
8bitmp3,2021-Q4,0,0,0
8bitmp3,2021-Q3,0,0,0
8bitmp3,2021-Q2,0,0,0
8bitmp3,2021-Q1,3,7,6
8bitmp3,2020-Q4,0,0,0
8bitmp3,2020-Q3,1,3,3
8bitmp3,2020-Q2,2,9,7
8bitmp3,2020-Q1,0,0,0
8bitmp3,2019-Q4,5,2,0
8bitmp3,2019-Q3,0,0,0
8bitmp3,2019-Q2,0,0,0
8bitmp3,2019-Q1,0,0,0
Summer Yue,2021-Q4,0,0,0
Summer Yue,2021-Q3,0,0,0
Summer Yue,2021-Q2,0,0,0
Summer Yue,2021-Q1,1,0,0
mbhuiyan,2021-Q4,0,0,0
mbhuiyan,2021-Q3,0,0,0
mbhuiyan,2021-Q2,0,0,0
mbhuiyan,2021-Q1,3,4,4
mbhuiyan,2020-Q4,1,10,0
mbhuiyan,2020-Q3,0,0,0
mbhuiyan,2020-Q2,0,0,0
mbhuiyan,2020-Q1,9,432,335
mbhuiyan,2019-Q4,2,0,3
mbhuiyan,2019-Q3,2,38,19
mbhuiyan,2019-Q2,0,0,0
mbhuiyan,2019-Q1,1,9,350
mbhuiyan,2018-Q4,8,53,730
mbhuiyan,2018-Q3,31,1220,289
mbhuiyan,2018-Q2,7,79,47
mbhuiyan,2018-Q1,0,0,0
Ayush Dubey,2021-Q4,0,0,0
Ayush Dubey,2021-Q3,0,0,0
Ayush Dubey,2021-Q2,0,0,0
Ayush Dubey,2021-Q1,30,731,613
Ayush Dubey,2020-Q4,34,974,125
Ayush Dubey,2020-Q3,52,1012,641
Ayush Dubey,2020-Q2,10,370,201
Ayush Dubey,2020-Q1,26,480,290
Ayush Dubey,2019-Q4,29,551,84
Ayush Dubey,2019-Q3,161,3740,1456
Ayush Dubey,2019-Q2,62,1329,527
Ayush Dubey,2019-Q1,122,2768,1429
Ayush Dubey,2018-Q4,60,1821,1203
Ayush Dubey,2018-Q3,55,2588,1604
Ayush Dubey,2018-Q2,23,350,142
Ayush Dubey,2018-Q1,24,1614,45
Taebum Kim,2021-Q4,0,0,0
Taebum Kim,2021-Q3,0,0,0
Taebum Kim,2021-Q2,0,0,0
Taebum Kim,2021-Q1,1,2,0
Hongkun Yu,2021-Q4,0,0,0
Hongkun Yu,2021-Q3,0,0,0
Hongkun Yu,2021-Q2,0,0,0
Hongkun Yu,2021-Q1,6,116,21
Hongkun Yu,2020-Q4,7,62,65
Hongkun Yu,2020-Q3,0,0,0
Hongkun Yu,2020-Q2,5,3,17
Hongkun Yu,2020-Q1,3,8,6
Hongkun Yu,2019-Q4,0,0,0
Hongkun Yu,2019-Q3,2,0,0
Hongkun Yu,2019-Q2,0,0,0
Hongkun Yu,2019-Q1,2,10,3
Jaehong Kim,2021-Q4,0,0,0
Jaehong Kim,2021-Q3,0,0,0
Jaehong Kim,2021-Q2,0,0,0
Jaehong Kim,2021-Q1,3,42,6
Jaehong Kim,2020-Q4,20,83,47
Jaehong Kim,2020-Q3,0,0,0
Jaehong Kim,2020-Q2,0,0,0
Jaehong Kim,2020-Q1,0,0,0
Jaehong Kim,2019-Q4,0,0,0
Jaehong Kim,2019-Q3,1,0,0
Jaehong Kim,2019-Q2,0,0,0
Jaehong Kim,2019-Q1,0,0,0
David Davis,2020-Q4,16,1321,597
David Davis,2020-Q3,0,0,0
David Davis,2020-Q2,0,0,0
David Davis,2020-Q1,0,0,0
Yanhui Liang,2021-Q4,0,0,0
Yanhui Liang,2021-Q3,0,0,0
Yanhui Liang,2021-Q2,0,0,0
Yanhui Liang,2021-Q1,13,224,104
Yanhui Liang,2020-Q4,81,1490,294
Yanhui Liang,2020-Q3,97,3085,2293
Yanhui Liang,2020-Q2,17,388,169
Yanhui Liang,2020-Q1,46,1115,372
Yanhui Liang,2019-Q4,29,1184,566
Yanhui Liang,2019-Q3,6,202,180
Yanhui Liang,2019-Q2,39,1090,272
Yanhui Liang,2019-Q1,24,230,105
Yanhui Liang,2018-Q4,60,550,180
Yanhui Liang,2018-Q3,0,0,0
Yanhui Liang,2018-Q2,0,0,0
Yanhui Liang,2018-Q1,0,0,0
Suraj Upadhyay,2021-Q4,0,0,0
Suraj Upadhyay,2021-Q3,0,0,0
Suraj Upadhyay,2021-Q2,0,0,0
Suraj Upadhyay,2021-Q1,2,4,2
Abolfazl Shahbazi,2021-Q4,0,0,0
Abolfazl Shahbazi,2021-Q3,0,0,0
Abolfazl Shahbazi,2021-Q2,0,0,0
Abolfazl Shahbazi,2021-Q1,142,2162,608
Abolfazl Shahbazi,2020-Q4,25,232,243
Abolfazl Shahbazi,2020-Q3,129,5906,537
Abolfazl Shahbazi,2020-Q2,0,0,0
Abolfazl Shahbazi,2020-Q1,0,0,0
Abolfazl Shahbazi,2019-Q4,0,0,0
Abolfazl Shahbazi,2019-Q3,0,0,0
Abolfazl Shahbazi,2019-Q2,7,19,11
Abolfazl Shahbazi,2019-Q1,6,0,2
Vincent ABRIOU,2021-Q4,0,0,0
Vincent ABRIOU,2021-Q3,0,0,0
Vincent ABRIOU,2021-Q2,0,0,0
Vincent ABRIOU,2021-Q1,1,0,2
Vincent ABRIOU,2020-Q4,0,0,0
Vincent ABRIOU,2020-Q3,0,0,0
Vincent ABRIOU,2020-Q2,2,3,2
Vincent ABRIOU,2020-Q1,5,2,4
Xinan Jiang,2021-Q4,0,0,0
Xinan Jiang,2021-Q3,0,0,0
Xinan Jiang,2021-Q2,0,0,0
Xinan Jiang,2021-Q1,8,132,2
Xinan Jiang,2020-Q4,3,12,3
Xinan Jiang,2020-Q3,0,0,0
Xinan Jiang,2020-Q2,3,2,0
Xinan Jiang,2020-Q1,17,178,7
Xinan Jiang,2019-Q4,8,171,15
Xinan Jiang,2019-Q3,2,2,2
Xinan Jiang,2019-Q2,32,1640,1210
Xinan Jiang,2019-Q1,6,482,0
Stephen Matthews,2021-Q4,0,0,0
Stephen Matthews,2021-Q3,0,0,0
Stephen Matthews,2021-Q2,0,0,0
Stephen Matthews,2021-Q1,1,2,2
Anh Tuan Nguyen,2021-Q4,0,0,0
Anh Tuan Nguyen,2021-Q3,0,0,0
Anh Tuan Nguyen,2021-Q2,0,0,0
Anh Tuan Nguyen,2021-Q1,1,5,4
David Kao,2021-Q4,0,0,0
David Kao,2021-Q3,0,0,0
David Kao,2021-Q2,0,0,0
David Kao,2021-Q1,2,7,5
David Kao,2020-Q4,2,32,27
David Kao,2020-Q3,1,10,9
David Kao,2020-Q2,1,0,0
David Kao,2020-Q1,5,42,45
David Kao,2019-Q4,2,2,2
David Kao,2019-Q3,0,0,0
David Kao,2019-Q2,0,0,0
David Kao,2019-Q1,0,0,0
Jin Young Sohn,2021-Q4,0,0,0
Jin Young Sohn,2021-Q3,0,0,0
Jin Young Sohn,2021-Q2,0,0,0
Jin Young Sohn,2021-Q1,8,448,261
Jin Young Sohn,2020-Q4,0,0,0
Jin Young Sohn,2020-Q3,2,15,3
Jin Young Sohn,2020-Q2,0,0,0
Jin Young Sohn,2020-Q1,7,200,11
Jin Young Sohn,2019-Q4,0,0,0
Jin Young Sohn,2019-Q3,2,2,0
Jin Young Sohn,2019-Q2,0,0,0
Jin Young Sohn,2019-Q1,0,0,0
